-12	-12	9.2916667e-03
-12	-11	1.3583333e-03
-12	-10	1.7166667e-03
-12	-9	1.9750000e-03
-12	-8	1.8500000e-03
-12	-7	1.5083333e-03
-12	-6	1.6000000e-03
-12	-5	1.4833333e-03
-12	-4	1.5666667e-03
-12	-3	1.3833333e-03
-12	-2	1.4500000e-03
-12	-1	1.1166667e-03
-12	0	1.2000000e-03
-12	1	9.5000000e-04
-12	2	1.0500000e-03
-12	3	9.7500000e-04
-12	4	6.6666667e-04
-12	5	7.4166667e-04
-12	6	8.3333333e-04
-12	7	7.1666667e-04
-12	8	5.1666667e-04
-12	9	5.9166667e-04
-12	10	5.0833333e-04
-12	11	5.1666667e-04
-12	12	2.4416667e-03
-11	-12	2.0250000e-03
-11	-11	3.0500000e-03
-11	-10	2.6166667e-03
-11	-9	2.3500000e-03
-11	-8	2.3500000e-03
-11	-7	1.9916667e-03
-11	-6	1.8000000e-03
-11	-5	1.8833333e-03
-11	-4	1.7750000e-03
-11	-3	1.7083333e-03
-11	-2	1.3916667e-03
-11	-1	1.4250000e-03
-11	0	1.5500000e-03
-11	1	1.3000000e-03
-11	2	1.1416667e-03
-11	3	1.0166667e-03
-11	4	1.1250000e-03
-11	5	9.7500000e-04
-11	6	7.5833333e-04
-11	7	7.1666667e-04
-11	8	6.0833333e-04
-11	9	7.6666667e-04
-11	10	6.0833333e-04
-11	11	9.5833333e-04
-11	12	4.6666667e-04
-10	-12	2.2250000e-03
-10	-11	2.3916667e-03
-10	-10	1.7666667e-03
-10	-9	1.7333333e-03
-10	-8	1.6583333e-03
-10	-7	1.6666667e-03
-10	-6	1.6333333e-03
-10	-5	1.6000000e-03
-10	-4	1.2916667e-03
-10	-3	1.1916667e-03
-10	-2	1.4000000e-03
-10	-1	1.2500000e-03
-10	0	9.3333333e-04
-10	1	1.0166667e-03
-10	2	1.0750000e-03
-10	3	8.3333333e-04
-10	4	7.5000000e-04
-10	5	8.1666667e-04
-10	6	5.3333333e-04
-10	7	6.5833333e-04
-10	8	7.0000000e-04
-10	9	5.5000000e-04
-10	10	5.0000000e-04
-10	11	7.0000000e-04
-10	12	5.2500000e-04
-9	-12	2.2833333e-03
-9	-11	2.3583333e-03
-9	-10	1.8000000e-03
-9	-9	1.7750000e-03
-9	-8	1.7333333e-03
-9	-7	1.6750000e-03
-9	-6	1.4833333e-03
-9	-5	1.6666667e-03
-9	-4	1.1833333e-03
-9	-3	1.5166667e-03
-9	-2	1.3416667e-03
-9	-1	1.3000000e-03
-9	0	9.6666667e-04
-9	1	8.2500000e-04
-9	2	9.4166667e-04
-9	3	9.1666667e-04
-9	4	6.2500000e-04
-9	5	4.9166667e-04
-9	6	6.0833333e-04
-9	7	4.8333333e-04
-9	8	5.4166667e-04
-9	9	5.3333333e-04
-9	10	5.2500000e-04
-9	11	7.8333333e-04
-9	12	5.0833333e-04
-8	-12	2.6250000e-03
-8	-11	2.7333333e-03
-8	-10	2.0250000e-03
-8	-9	1.8000000e-03
-8	-8	1.8000000e-03
-8	-7	1.6583333e-03
-8	-6	1.6916667e-03
-8	-5	1.6083333e-03
-8	-4	1.7916667e-03
-8	-3	1.3666667e-03
-8	-2	1.3250000e-03
-8	-1	1.3250000e-03
-8	0	9.5000000e-04
-8	1	8.9166667e-04
-8	2	6.5833333e-04
-8	3	7.0833333e-04
-8	4	6.7500000e-04
-8	5	5.5000000e-04
-8	6	4.6666667e-04
-8	7	6.1666667e-04
-8	8	4.8333333e-04
-8	9	5.4166667e-04
-8	10	4.5000000e-04
-8	11	6.5000000e-04
-8	12	5.8333333e-04
-7	-12	2.5666667e-03
-7	-11	2.8000000e-03
-7	-10	2.0250000e-03
-7	-9	2.0250000e-03
-7	-8	1.9583333e-03
-7	-7	1.8833333e-03
-7	-6	1.4583333e-03
-7	-5	1.8333333e-03
-7	-4	1.4416667e-03
-7	-3	1.5083333e-03
-7	-2	1.4250000e-03
-7	-1	1.3500000e-03
-7	0	1.1000000e-03
-7	1	9.5000000e-04
-7	2	8.4166667e-04
-7	3	8.2500000e-04
-7	4	6.2500000e-04
-7	5	6.1666667e-04
-7	6	6.2500000e-04
-7	7	6.7500000e-04
-7	8	5.1666667e-04
-7	9	5.5000000e-04
-7	10	5.0000000e-04
-7	11	7.5000000e-04
-7	12	6.8333333e-04
-6	-12	2.8916667e-03
-6	-11	2.9416667e-03
-6	-10	2.3083333e-03
-6	-9	2.3583333e-03
-6	-8	2.2000000e-03
-6	-7	2.1000000e-03
-6	-6	2.3583333e-03
-6	-5	1.8083333e-03
-6	-4	1.9500000e-03
-6	-3	1.6666667e-03
-6	-2	1.5916667e-03
-6	-1	1.3916667e-03
-6	0	1.1000000e-03
-6	1	1.1500000e-03
-6	2	8.4166667e-04
-6	3	7.4166667e-04
-6	4	7.4166667e-04
-6	5	6.4166667e-04
-6	6	5.6666667e-04
-6	7	5.8333333e-04
-6	8	4.7500000e-04
-6	9	4.3333333e-04
-6	10	5.2500000e-04
-6	11	7.6666667e-04
-6	12	5.0000000e-04
-5	-12	3.1916667e-03
-5	-11	3.5500000e-03
-5	-10	2.6250000e-03
-5	-9	2.6000000e-03
-5	-8	2.3833333e-03
-5	-7	2.6416667e-03
-5	-6	2.4333333e-03
-5	-5	2.3166667e-03
-5	-4	2.1416667e-03
-5	-3	1.7833333e-03
-5	-2	1.8500000e-03
-5	-1	1.4833333e-03
-5	0	1.4333333e-03
-5	1	1.2083333e-03
-5	2	1.0916667e-03
-5	3	8.2500000e-04
-5	4	7.4166667e-04
-5	5	7.4166667e-04
-5	6	5.9166667e-04
-5	7	5.5000000e-04
-5	8	5.2500000e-04
-5	9	4.7500000e-04
-5	10	5.8333333e-04
-5	11	6.6666667e-04
-5	12	6.0000000e-04
-4	-12	3.3166667e-03
-4	-11	4.0083333e-03
-4	-10	3.1000000e-03
-4	-9	2.7833333e-03
-4	-8	3.2000000e-03
-4	-7	2.7916667e-03
-4	-6	2.7583333e-03
-4	-5	2.6750000e-03
-4	-4	2.7083333e-03
-4	-3	2.1000000e-03
-4	-2	2.0416667e-03
-4	-1	1.5250000e-03
-4	0	1.5500000e-03
-4	1	1.2666667e-03
-4	2	1.0916667e-03
-4	3	9.5833333e-04
-4	4	7.8333333e-04
-4	5	6.7500000e-04
-4	6	7.0000000e-04
-4	7	5.3333333e-04
-4	8	3.8333333e-04
-4	9	4.3333333e-04
-4	10	5.2500000e-04
-4	11	6.1666667e-04
-4	12	4.6666667e-04
-3	-12	3.2916667e-03
-3	-11	4.1750000e-03
-3	-10	3.0416667e-03
-3	-9	3.3583333e-03
-3	-8	3.2000000e-03
-3	-7	3.6833333e-03
-3	-6	3.4000000e-03
-3	-5	3.4500000e-03
-3	-4	3.2916667e-03
-3	-3	2.4416667e-03
-3	-2	2.3500000e-03
-3	-1	1.7833333e-03
-3	0	1.7333333e-03
-3	1	1.4000000e-03
-3	2	1.1666667e-03
-3	3	8.0833333e-04
-3	4	9.0000000e-04
-3	5	6.6666667e-04
-3	6	6.7500000e-04
-3	7	6.6666667e-04
-3	8	5.0833333e-04
-3	9	4.9166667e-04
-3	10	4.4166667e-04
-3	11	6.0833333e-04
-3	12	4.7500000e-04
-2	-12	3.1916667e-03
-2	-11	4.4000000e-03
-2	-10	3.5583333e-03
-2	-9	3.5250000e-03
