0	0.0000000e+00
1	0.0000000e+00
2	0.0000000e+00
3	0.0000000e+00
4	0.0000000e+00
5	0.0000000e+00
6	0.0000000e+00
7	0.0000000e+00
8	2.8666667e-03
9	1.6000000e-03
10	6.0666667e-03
11	3.6000000e-03
12	6.3333333e-03
13	5.6666667e-03
14	8.3333333e-03
15	7.4666667e-03
16	8.6666667e-03
17	9.4000000e-03
18	1.0400000e-02
19	9.8666667e-03
20	1.1200000e-02
21	1.0266667e-02
22	1.2066667e-02
23	1.0133333e-02
24	1.2266667e-02
25	1.2466667e-02
26	1.4400000e-02
27	1.3733333e-02
28	1.3600000e-02
29	1.3333333e-02
30	1.5800000e-02
31	1.4000000e-02
32	1.4933333e-02
33	1.7600000e-02
34	1.4066667e-02
35	1.7066667e-02
36	1.6733333e-02
37	1.7266667e-02
38	1.7666667e-02
39	1.7600000e-02
40	1.6600000e-02
41	1.6866667e-02
42	1.7133333e-02
43	1.7466667e-02
44	1.7066667e-02
45	1.7333333e-02
46	1.6333333e-02
47	1.5200000e-02
48	1.5600000e-02
49	1.6133333e-02
50	1.5933333e-02
51	1.4800000e-02
52	1.4400000e-02
53	1.4066667e-02
54	1.3800000e-02
55	1.3466667e-02
56	1.3000000e-02
57	1.3800000e-02
58	1.2066667e-02
59	1.2466667e-02
60	1.0733333e-02
61	1.1666667e-02
62	1.1466667e-02
63	1.1666667e-02
64	1.0266667e-02
65	1.0466667e-02
66	9.0000000e-03
67	9.7333333e-03
68	8.7333333e-03
69	9.4666667e-03
70	7.6000000e-03
71	8.8666667e-03
72	8.9333333e-03
73	7.9333333e-03
74	7.0666667e-03
75	6.8000000e-03
76	5.7333333e-03
77	6.8666667e-03
78	6.2000000e-03
79	6.1333333e-03
80	6.4000000e-03
81	5.6666667e-03
82	4.4666667e-03
83	6.3333333e-03
84	5.2666667e-03
85	5.0666667e-03
86	4.8666667e-03
87	5.4000000e-03
88	4.4000000e-03
89	4.6666667e-03
90	4.3333333e-03
91	3.8666667e-03
92	3.4666667e-03
93	3.7333333e-03
94	3.9333333e-03
95	3.4000000e-03
96	2.8666667e-03
97	3.1333333e-03
98	2.9333333e-03
99	3.0000000e-03
100	2.6666667e-03
101	3.3333333e-03
102	1.9333333e-03
103	3.0000000e-03
104	2.6000000e-03
105	3.2000000e-03
106	2.2000000e-03
107	1.6000000e-03
108	1.6000000e-03
109	2.4666667e-03
110	1.8000000e-03
111	2.0666667e-03
112	1.9333333e-03
113	1.8666667e-03
114	1.3333333e-03
115	1.8666667e-03
116	1.0666667e-03
117	1.6000000e-03
118	8.6666667e-04
119	1.2666667e-03
120	1.1333333e-03
121	1.5333333e-03
122	1.2666667e-03
123	1.1333333e-03
124	8.6666667e-04
125	1.6000000e-03
126	6.0000000e-04
127	1.0000000e-03
128	6.6666667e-04
129	9.3333333e-04
130	9.3333333e-04
131	6.6666667e-04
132	3.3333333e-04
133	7.3333333e-04
134	7.3333333e-04
135	6.0000000e-04
136	7.3333333e-04
137	2.6666667e-04
138	5.3333333e-04
139	7.3333333e-04
140	8.0000000e-04
141	6.0000000e-04
142	1.3333333e-04
143	2.0000000e-04
144	5.3333333e-04
145	3.3333333e-04
146	2.0000000e-04
147	4.0000000e-04
148	4.0000000e-04
149	3.3333333e-04
150	2.6666667e-04
151	4.6666667e-04
152	3.3333333e-04
153	2.6666667e-04
154	2.0000000e-04
155	6.6666667e-05
156	2.6666667e-04
157	2.0000000e-04
158	1.3333333e-04
159	2.6666667e-04
160	1.3333333e-04
161	2.6666667e-04
162	6.6666667e-05
163	6.6666667e-05
164	1.3333333e-04
165	1.3333333e-04
166	6.6666667e-05
167	1.3333333e-04
168	4.0000000e-04
169	6.6666667e-05
170	1.3333333e-04
171	6.6666667e-05
172	0.0000000e+00
173	1.3333333e-04
174	1.3333333e-04
175	1.3333333e-04
176	2.0000000e-04
177	1.3333333e-04
178	1.3333333e-04
179	2.0000000e-04
180	0.0000000e+00
181	6.6666667e-05
182	2.6666667e-04
183	0.0000000e+00
184	0.0000000e+00
185	6.6666667e-05
186	1.3333333e-04
187	0.0000000e+00
188	0.0000000e+00
189	0.0000000e+00
190	6.6666667e-05
191	0.0000000e+00
192	6.6666667e-05
193	0.0000000e+00
194	0.0000000e+00
195	0.0000000e+00
196	6.6666667e-05
197	6.6666667e-05
198	0.0000000e+00
199	0.0000000e+00
200	0.0000000e+00
201	0.0000000e+00
202	6.6666667e-05
203	0.0000000e+00
204	0.0000000e+00
205	0.0000000e+00
206	0.0000000e+00
207	0.0000000e+00
208	0.0000000e+00
209	0.0000000e+00
210	0.0000000e+00
211	0.0000000e+00
212	0.0000000e+00
213	0.0000000e+00
214	6.6666667e-05
215	0.0000000e+00
216	6.6666667e-05
217	0.0000000e+00
218	0.0000000e+00
219	0.0000000e+00
220	0.0000000e+00
221	0.0000000e+00
222	6.6666667e-05
