-12	-12	1.2718333e-01
-12	-11	2.2583333e-03
-12	-10	2.3800000e-02
-12	-9	9.8000000e-03
-12	-8	1.2291667e-02
-12	-7	9.2916667e-03
-12	-6	7.5083333e-03
-12	-5	5.9916667e-03
-12	-4	4.9166667e-03
-12	-3	4.1833333e-03
-12	-2	3.4083333e-03
-12	-1	2.8333333e-03
-12	0	2.4750000e-03
-12	1	2.1416667e-03
-12	2	1.7750000e-03
-12	3	1.4000000e-03
-12	4	1.3416667e-03
-12	5	1.0416667e-03
-12	6	9.0833333e-04
-12	7	9.6666667e-04
-12	8	6.8333333e-04
-12	9	7.1666667e-04
-12	10	6.7500000e-04
-12	11	5.5833333e-04
-12	12	2.4583333e-03
-11	-12	1.9500000e-03
-11	-11	2.6916667e-02
-11	-10	8.1416667e-03
-11	-9	1.3208333e-02
-11	-8	9.7666667e-03
-11	-7	8.1000000e-03
-11	-6	6.8166667e-03
-11	-5	5.9333333e-03
-11	-4	4.8583333e-03
-11	-3	4.0583333e-03
-11	-2	2.9916667e-03
-11	-1	2.8000000e-03
-11	0	2.3916667e-03
-11	1	2.1416667e-03
-11	2	1.7416667e-03
-11	3	1.3833333e-03
-11	4	1.3166667e-03
-11	5	1.1416667e-03
-11	6	8.9166667e-04
-11	7	7.0000000e-04
-11	8	6.9166667e-04
-11	9	7.2500000e-04
-11	10	7.6666667e-04
-11	11	1.0083333e-03
-11	12	4.4166667e-04
-10	-12	2.2708333e-02
-10	-11	7.7250000e-03
-10	-10	1.3991667e-02
-10	-9	7.4166667e-03
-10	-8	7.5583333e-03
-10	-7	5.6750000e-03
-10	-6	4.9166667e-03
-10	-5	3.7083333e-03
-10	-4	3.4916667e-03
-10	-3	3.0333333e-03
-10	-2	2.2166667e-03
-10	-1	1.9250000e-03
-10	0	1.5166667e-03
-10	1	1.5083333e-03
-10	2	1.1833333e-03
-10	3	1.1916667e-03
-10	4	1.0166667e-03
-10	5	8.2500000e-04
-10	6	7.1666667e-04
-10	7	6.1666667e-04
-10	8	5.9166667e-04
-10	9	5.0833333e-04
-10	10	5.9166667e-04
-10	11	6.0833333e-04
-10	12	4.6666667e-04
-9	-12	9.8416667e-03
-9	-11	1.3741667e-02
-9	-10	7.7416667e-03
-9	-9	7.6583333e-03
-9	-8	5.6666667e-03
-9	-7	5.0500000e-03
-9	-6	4.0916667e-03
-9	-5	3.4166667e-03
-9	-4	3.1666667e-03
-9	-3	2.4916667e-03
-9	-2	1.7333333e-03
-9	-1	1.7000000e-03
-9	0	1.4166667e-03
-9	1	1.3666667e-03
-9	2	1.0000000e-03
-9	3	8.4166667e-04
-9	4	8.3333333e-04
-9	5	7.2500000e-04
-9	6	5.0000000e-04
-9	7	6.5000000e-04
-9	8	5.4166667e-04
-9	9	4.9166667e-04
-9	10	3.9166667e-04
-9	11	6.1666667e-04
-9	12	4.9166667e-04
-8	-12	1.2650000e-02
-8	-11	9.4333333e-03
-8	-10	7.0583333e-03
-8	-9	5.8833333e-03
-8	-8	4.9083333e-03
-8	-7	4.0750000e-03
-8	-6	3.6416667e-03
